indice,dobra,prob_defeito,nivel_previsto,confianca_classificador,alfa_previsto,alfa_inferior,alfa_superior,score_dominio,coerencia_visual,arquivo,condicao,alfa,campanha
153,b4,0.9918986625080649,5,0.6997831053811363,0.6541788800774235,0.6275623263638039,0.6807954337910431,0.7203254562494947,0.9445973555353719,p6023.bmp,SC400,0.6666666666666666,D
154,b4,0.972807179681809,5,0.7876085427201946,0.665047157509207,0.6384306037955874,0.6916637112228265,0.7349548150993114,0.8848338501791313,p6024.bmp,SC400,0.6666666666666666,D
155,b4,0.9893140738164014,5,0.5429187922749719,0.6718617437496159,0.6452451900359963,0.6984782974632355,0.6263471109656887,0.9052298709543048,p6025.bmp,SC400,0.6666666666666666,D
156,b0,0.9906421134624965,6,0.7900123964502892,0.8107391166400897,0.7807420270205057,0.8407362062596737,0.5037889651003317,0.9472868658782723,p7026.bmp,SC480,0.8,D
157,b0,0.9848702884445729,6,0.7838044845061088,0.7848824869305038,0.7548853973109197,0.8148795765500878,0.43643376797769956,0.8974664775892027,p7027.bmp,SC480,0.8,D
158,b0,0.989527561528505,6,0.6633146470794677,0.8072318677682502,0.7772347781486661,0.8372289573878342,0.5652198349245017,0.9225456556447635,p7028.bmp,SC480,0.8,D
159,b0,0.986583759422109,6,0.800391225483544,0.8114668530848611,0.7814697634652771,0.8414639427044451,0.3816428484013087,0.9781099370402296,p7029.bmp,SC480,0.8,D
160,b0,0.989337985404088,6,0.7961634871099919,0.8022443972172392,0.7722473075976551,0.8322414868368232,0.3608020483436926,0.9518534430131615,p7030.bmp,SC480,0.8,D
161,b0,0.9830461598282336,6,0.7037654034457422,0.7717583482280506,0.7417612586084665,0.8017554378476346,0.58983296116913,0.8734847522211897,p7031.bmp,SC480,0.8,D
162,b1,0.9947232810756262,6,0.8767593297493095,0.8117676027793921,0.77791586032421,0.8456193452345742,0.6816550177121891,0.8164725070977928,p7032.bmp,SC480,0.8,D
163,b1,0.9889348585507153,6,0.9496576692624173,0.7993055252027823,0.7654537827476002,0.8331572676579644,0.44724999418089717,0.9647255264985963,p7033.bmp,SC480,0.8,D
164,b1,0.9892825255424107,6,0.9640671404306849,0.8117170166558617,0.7778652742006796,0.8455687591110438,0.41701887227700274,0.9759989751908829,p7034.bmp,SC480,0.8,D
165,b1,0.9920976668518932,6,0.9669252455349984,0.8149325200977087,0.7810807776425266,0.8487842625528907,0.36684628795510366,0.9853488949907041,p7035.bmp,SC480,0.8,D
166,b1,0.9934693375346175,6,0.9743691866159936,0.8172834776895122,0.7834317352343301,0.8511352201446942,0.42150297633862704,0.979889474121368,p7036.bmp,SC480,0.8,D
167,b1,0.987066186109862,6,0.9236597400659837,0.7998085651472695,0.7659568226920874,0.8336603076024516,0.5223483627375456,0.8845232032469165,p7037.bmp,SC480,0.8,D
168,b2,0.9887133959960208,6,0.9484192539448185,0.798357496879256,0.7712136640026712,0.8255013297558407,0.5742980218717464,0.9327199425427591,p7038.bmp,SC480,0.8,D
169,b2,0.9904593654997157,6,0.9508537885163648,0.8074886962685612,0.7803448633919765,0.834632529145146,0.5790813567598034,0.9189847399788412,p7039.bmp,SC480,0.8,D
170,b2,0.9948890425744609,6,0.9328255036726678,0.7830132472336324,0.7558694143570477,0.8101570801102171,0.5542506585310255,0.9764895138761348,p7040.bmp,SC480,0.8,D
171,b2,0.9941714136025421,6,0.9407129148697884,0.7939960529330289,0.7668522200564442,0.8211398858096136,0.6088386681079858,0.9514244024960056,p7041.bmp,SC480,0.8,D
172,b2,0.9947682648224206,6,0.926403974773695,0.7824878735678087,0.755344040691224,0.8096317064443934,0.6044909349347927,0.9837129802543363,p7042.bmp,SC480,0.8,D
173,b3,0.98933879251122,6,0.9266604681602505,0.8034877584264715,0.7770046754115016,0.8299708414414413,0.4907386442274237,0.8950352926298616,p7043.bmp,SC480,0.8,D
174,b3,0.9907825436649776,6,0.8343901523934064,0.8025135709507503,0.7760304879357804,0.8289966539657201,0.5206590145451351,0.8666050763786253,p7044.bmp,SC480,0.8,D
175,b3,0.9926372211936249,6,0.720870766836235,0.8288504509115919,0.8023673678966221,0.8553335339265618,0.6823974043581578,0.13505731087242479,p7045.bmp,SC480,0.8,D
176,b3,0.993484804177216,6,0.6506304754966212,0.8080834759545252,0.7816003929395554,0.834566558969495,0.7237505694102369,0.826798737363146,p7046.bmp,SC480,0.8,D
177,b3,0.9932355177895482,6,0.801238755800052,0.7945866885678055,0.7681036055528356,0.8210697715827753,0.73944147766162,0.17181493082619426,p7047.bmp,SC480,0.8,D
178,b4,0.9804487047870832,6,0.6138901104023375,0.8167146678716659,0.7900981141580463,0.8433312215852855,0.6262657064042532,0.884974077248083,p7048.bmp,SC480,0.8,D
179,b4,0.9907346724778886,6,0.7841279308914426,0.7956653947131338,0.7690488409995142,0.8222819484267534,0.4390445778538628,0.9481906685542705,p7049.bmp,SC480,0.8,D
180,b4,0.9809958355151907,6,0.7817266468795612,0.8010978153475067,0.7744812616338871,0.8277143690611263,0.4974211025215185,0.941891449074851,p7050.bmp,SC480,0.8,D
181,b4,0.9882146852856241,6,0.8337432028356458,0.7811197026171157,0.7545031489034961,0.8077362563307353,0.4384045758265649,0.947522102482164,p7051.bmp,SC480,0.8,D
182,b4,0.9835181508990042,6,0.8763079917780395,0.7825838533760126,0.755967299662393,0.8092004070896321,0.35039817759470593,0.9754279580499378,p7052.bmp,SC480,0.8,D
183,b0,0.9956885559579987,7,0.8805667361670961,0.9202336511122431,0.8902365614926591,0.9502307407318271,0.4707547940884498,0.8701426201746895,p8053.bmp,SC560,0.9333333333333333,D
184,b0,0.9951330530683364,7,0.8876429894048999,0.9270498504047358,0.8970527607851517,0.9570469400243198,0.5488139331606506,0.9465915650908566,p8054.bmp,SC560,0.9333333333333333,D
185,b0,0.9943774592348914,7,0.8556381972494309,0.9237605336559974,0.8937634440364134,0.9537576232755814,0.4781264922250358,0.9065311417321213,p8055.bmp,SC560,0.9333333333333333,D
186,b0,0.9954752813723085,7,0.8582602743616209,0.9172193223408005,0.8872222327212165,0.9472164119603845,0.3736949155051245,0.9334365355590758,p8056.bmp,SC560,0.9333333333333333,D
187,b0,0.9780893139681786,7,0.40210706973580823,0.8873791441631282,0.8573820545435442,0.9173762337827123,0.7754796537978597,0.7960871732518999,p8057.bmp,SC560,0.9333333333333333,D
188,b0,0.9947608920107917,7,0.7898162142276983,0.9304091885167871,0.9004120988972031,0.9604062781363711,0.5439935188459303,0.8870936650273533,p8058.bmp,SC560,0.9333333333333333,D
189,b0,0.9959281945098412,7,0.838859219510731,0.9291633630419962,0.8991662734224122,0.9591604526615802,0.3253969223164989,0.9265925947442847,p8059.bmp,SC560,0.9333333333333333,D
190,b1,0.9957745741925587,7,0.9759918307098371,0.9288700063490184,0.8950182638938363,0.9627217488042005,0.465583765731188,0.9776344167774377,p8060.bmp,SC560,0.9333333333333333,D
191,b1,0.9969746046224787,7,0.9764400298204173,0.927032222615854,0.893180480160672,0.9608839650710361,0.4438523461350475,0.91323780168917,p8061.bmp,SC560,0.9333333333333333,D
192,b1,0.9966057913599643,7,0.9756911385154811,0.9346994229114881,0.900847680456306,0.9685511653666702,0.4333324730437207,0.937417642960981,p8062.bmp,SC560,0.9333333333333333,D
193,b1,0.9964722267270492,7,0.9707050520816556,0.9168570945223788,0.8830053520671968,0.9507088369775609,0.6106747075379723,0.8467631395352645,p8063.bmp,SC560,0.9333333333333333,D
194,b1,0.9962215685312575,7,0.9723375262050807,0.92370949313081,0.8898577506756279,0.957561235585992,0.460888608864773,0.9666858414153743,p8064.bmp,SC560,0.9333333333333333,D
195,b1,0.9951940271227427,7,0.9820548922236157,0.9159877207109346,0.8821359782557525,0.9498394631661167,0.5063725587140573,0.8958185718507657,p8065.bmp,SC560,0.9333333333333333,D
196,b1,0.9966960106185812,7,0.9706565034833191,0.9465563927806242,0.9127046503254421,0.9804081352358063,0.3928136699894786,0.9160594462665378,p8066.bmp,SC560,0.9333333333333333,D
197,b2,0.9972335627043438,7,0.9649865534540408,0.9386521712645302,0.9115083383879454,0.9657960041411149,0.31114421582976376,0.9241940502649608,p8067.bmp,SC560,0.9333333333333333,D
198,b2,0.9981176862616784,7,0.9784088058002876,0.951210558232547,0.9240667253559622,0.9783543911091317,0.4247755615115515,0.9203282107981527,p8068.bmp,SC560,0.9333333333333333,D
199,b2,0.9965343015121143,7,0.9614777748920081,0.9361324445368792,0.9089886116602944,0.9632762774134639,0.5899433307324355,0.9268138262055776,p8069.bmp,SC560,0.9333333333333333,D
200,b2,0.9939716727558192,7,0.860843321407935,0.9279445127258621,0.9008006798492774,0.9550883456024468,0.6186625876696519,0.8646440157838838,p8070.bmp,SC560,0.9333333333333333,D
201,b2,0.9984383186163517,7,0.9660711725950072,0.942177429798404,0.9150335969218193,0.9693212626749887,0.7107976788543718,0.8756182420368392,p8071.bmp,SC560,0.9333333333333333,D
202,b2,0.9961000255511029,7,0.8454348116550028,0.9272178266345033,0.9000739937579185,0.954361659511088,0.6752989017403171,0.8450743803730635,p8072.bmp,SC560,0.9333333333333333,D
203,b3,0.9942790514869181,7,0.6697048404653894,0.9252352123677035,0.8987521293527336,0.9517182953826733,0.7359907304655331,0.758788472932867,p8073.bmp,SC560,0.9333333333333333,D
204,b3,0.9958571201233724,7,0.6166848147256246,0.9428230317133541,0.9163399486983843,0.969306114728324,0.9235953545860364,0.8488775184542796,p8074.bmp,SC560,0.9333333333333333,D
205,b3,0.9986935184364972,7,0.9140299664133594,0.9488098188789134,0.9223267358639435,0.9752929018938832,0.8442091800361008,0.6640294166379056,p8075.bmp,SC560,0.9333333333333333,D
206,b3,0.9975710064732638,7,0.8775151037018725,0.9405027517605334,0.9140196687455636,0.9669858347755033,0.7334023855657877,0.8426929767728297,p8076.bmp,SC560,0.9333333333333333,D
207,b3,0.9968773382887179,7,0.8232132846732273,0.9665813441010602,0.9400982610860904,0.99306442711603,0.6034235660704461,0.8648850943202181,p8077.bmp,SC560,0.9333333333333333,D
208,b3,0.998080066977121,7,0.9808248277824039,0.9415119221018211,0.9150288390868513,0.9679950051167909,0.5753338169181005,0.8458848809203438,p8078.bmp,SC560,0.9333333333333333,D
209,b4,0.9901424474495144,7,0.5238383636977725,0.9594826516798661,0.9328660979662465,0.9860992053934857,0.7710121473009635,0.9086015471968887,p8079.bmp,SC560,0.9333333333333333,D
210,b4,0.9989295587992673,7,0.7200778089239978,0.9102508980802393,0.8836343443666197,0.9368674517938589,0.8382851040781912,0.8089323843819388,p8080.bmp,SC560,0.9333333333333333,D
211,b4,0.9978908503484414,7,0.7879807388648191,0.9306291268246087,0.9040125731109891,0.9572456805382283,0.6089398410366673,0.9180551298049779,p8081.bmp,SC560,0.9333333333333333,D
212,b4,0.9963295452500954,7,0.7385195115312871,0.9558853781020622,0.9292688243884426,0.9825019318156818,0.7089592497049532,0.9019229378910628,p8082.bmp,SC560,0.9333333333333333,D
213,b4,0.997850521995059,7,0.8423718808171256,0.9575829979289112,0.9309664442152916,0.9841995516425308,0.5734554475986199,0.8257335977187492,p8083.bmp,SC560,0.9333333333333333,D
214,b4,0.9952498240107495,7,0.8572435571050122,0.945469310780468,0.9188527570668484,0.9720858644940876,0.528411016058806,0.8113877323393268,p8084.bmp,SC560,0.9333333333333333,D
215,b0,0.9979103798287191,8,0.7294550292575206,1.0,0.970002910380416,1.0,0.6134532613657518,0.8741119788013486,p9085.bmp,SC600,1.0,D
216,b0,0.996452063322842,8,0.8216188351291374,1.0,0.970002910380416,1.0,0.4898353077459071,0.954195035714886,p9086.bmp,SC600,1.0,D
217,b0,0.995648850041746,8,0.7736135936186834,1.0,0.970002910380416,1.0,0.4976068719700263,0.9486485805812108,p9087.bmp,SC600,1.0,D
218,b0,0.9957056461897095,8,0.749697644791819,1.0,0.970002910380416,1.0,0.4665050426302445,0.9794187331170924,p9088.bmp,SC600,1.0,D
219,b0,0.9867308037488222,8,0.9322710753007662,1.0,0.970002910380416,1.0,0.6163754268939118,0.9374686972021056,p9089.bmp,SC600,1.0,D
220,b0,0.9899349890881958,8,0.8912603778504139,1.0,0.970002910380416,1.0,0.570324676368864,0.9161418806088335,p9090.bmp,SC600,1.0,D
221,b0,0.9939064517165329,8,0.85480776071693,0.9958629926336627,0.9658659030140787,1.0,0.49412167131231066,0.9351471219018799,p9091.bmp,SC600,1.0,D
222,b0,0.9958968826748438,8,0.87357333774829,1.0,0.970002910380416,1.0,0.4945611541129259,0.9687058028430066,p9092.bmp,SC600,1.0,D
223,b1,0.988209532631391,8,0.9897762205478724,0.9968759429733931,0.963024200518211,1.0,0.41754743539974243,0.9326476251680932,p9093.bmp,SC600,1.0,D
224,b1,0.9974310008894237,8,0.9564502832678298,1.0,0.9661482575448179,1.0,0.41313965899112337,0.9697932140202987,p9094.bmp,SC600,1.0,D
225,b1,0.9930274480886933,8,0.9534422967872846,0.9649378097793609,0.9310860673241789,0.998789552234543,0.6476382583777163,0.3156698528866105,p9095.bmp,SC600,1.0,D
226,b1,0.9964062827419725,8,0.8846375613328956,0.9967431555148378,0.9628914130596558,1.0,0.49439222860126053,0.9839341204698709,p9096.bmp,SC600,1.0,D
227,b1,0.9967610882753575,8,0.9442692607183218,0.9958635723904072,0.9620118299352252,1.0,0.4791280933043467,0.9689111954929884,p9097.bmp,SC600,1.0,D
228,b1,0.9968223117791819,8,0.9641993402442335,1.0,0.9661482575448179,1.0,0.46942735176221173,0.9654276554969755,p9098.bmp,SC600,1.0,D
229,b1,0.9973673215520675,8,0.9928256619592819,0.9863837980649686,0.9525320556097865,1.0,0.6720510832078382,0.924599780738733,p9099.bmp,SC600,1.0,D
230,b1,0.9963917318698752,8,0.9661576594412083,1.0,0.9661482575448179,1.0,0.4325024593345168,0.9505254139775298,p9100.bmp,SC600,1.0,D
231,b2,0.994403628687964,8,0.972090613087489,0.9975855823994628,0.9704417495228781,1.0,0.46718000431494955,0.9270091487196347,p9101.bmp,SC600,1.0,D
232,b2,0.9923764692537737,8,0.9877817829941395,0.9924406800956689,0.9652968472190842,1.0,0.45907363729177014,0.9619853761663528,p9102.bmp,SC600,1.0,D
233,b2,0.9973858595244616,8,0.9573700651628119,0.9900621676821206,0.9629183348055359,1.0,0.5136667028793224,0.8956992699337237,p9103.bmp,SC600,1.0,D
234,b2,0.9935292387564921,8,0.9945368991866327,1.0,0.9728561671234153,1.0,0.4253659998085604,0.9263216824303815,p9104.bmp,SC600,1.0,D
235,b2,0.997001504012823,8,0.9867160252444214,0.9903911753563439,0.9632473424797592,1.0,0.5295361920367709,0.889371106514567,p9105.bmp,SC600,1.0,D
236,b2,0.9952479763796321,8,0.9887385640553339,1.0,0.9728561671234153,1.0,0.49854376411028556,0.8982215060677473,p9106.bmp,SC600,1.0,D
237,b2,0.9949587960661587,8,0.9950504602158122,1.0,0.9728561671234153,1.0,0.40421313699920336,0.9180255875160369,p9107.bmp,SC600,1.0,D
238,b2,0.9924807417027722,8,0.9832927282025478,1.0,0.9728561671234153,1.0,0.30880909211512003,0.8710752637456524,p9108.bmp,SC600,1.0,D
239,b3,0.9918329317146131,8,0.9915440443088169,0.988366633272036,0.9618835502570662,1.0,0.511218868258302,0.8098649841785539,p9109.bmp,SC600,1.0,D
240,b3,0.9928679466916908,8,0.9935143739303398,0.990996111616781,0.9645130286018112,1.0,0.40873543060085477,0.8616928970698308,p9110.bmp,SC600,1.0,D
241,b3,0.98856130017391,8,0.9958638324387471,1.0,0.9735169169850302,1.0,0.6999460945286226,0.683281892113766,p9111.bmp,SC600,1.0,D
242,b3,0.9953140689537936,8,0.9944076119862136,0.9855943596158747,0.9591112766009049,1.0,0.3921005787254566,0.8976059941439951,p9112.bmp,SC600,1.0,D
243,b3,0.9923328747931593,8,0.9860324537973912,0.9908191433860225,0.9643360603710527,1.0,0.49134883097829707,0.8483904967193051,p9113.bmp,SC600,1.0,D
244,b3,0.9934892397195451,8,0.9938730858893527,0.9959142137383767,0.9694311307234069,1.0,0.35201983952778265,0.9027061501283291,p9114.bmp,SC600,1.0,D
245,b3,0.9928001571818462,8,0.9875174940841914,0.9953292332790598,0.9688461502640899,1.0,0.48940261337950813,0.8509957779989209,p9115.bmp,SC600,1.0,D
246,b3,0.9924989049206154,8,0.9926748979583324,0.9933548774966594,0.9668717944816896,1.0,0.5700555765857179,0.7772340486153879,p9116.bmp,SC600,1.0,D
247,b4,0.9907916157697282,8,0.9275818972842849,1.0,0.9733834462863804,1.0,0.4003550389609725,0.7470393987556669,p9117.bmp,SC600,1.0,D
248,b4,0.9908626773239148,8,0.9197940472441152,1.0,0.9733834462863804,1.0,0.63376101974186,0.6744629288395404,p9118.bmp,SC600,1.0,D
249,b4,0.9978904754587004,8,0.9351606880948898,1.0,0.9733834462863804,1.0,0.5086910317581163,0.7271650606387999,p9119.bmp,SC600,1.0,D
250,b4,0.9835998154535049,8,0.6789536460087439,0.9922686697128252,0.9656521159992056,1.0,0.9022689212616295,0.7703930574337586,p9120.bmp,SC600,1.0,D
251,b4,0.9926221301333313,8,0.7602208637842433,0.9737424058258335,0.9471258521122139,1.0,0.7647340777894682,0.7349425004588194,p9121.bmp,SC600,1.0,D
252,b4,0.9987969361713002,8,0.897270808467326,0.9880147503044794,0.9613981965908598,1.0,0.8830981188167191,0.795630129198324,p9122.bmp,SC600,1.0,D
253,b4,0.9976099593175983,8,0.840220743056707,0.9702734646139701,0.9436569109003505,0.9968900183275897,0.8195214998959598,0.771417272968594,p9123.bmp,SC600,1.0,D
254,b4,0.9877606822920303,8,0.9381780634100121,1.0,0.9733834462863804,1.0,0.5607510479667023,0.6348732893866781,p9124.bmp,SC600,1.0,D
