sample_index,fold,binary_probability,binary_prediction,multiclass_prediction,multiclass_confidence,alpha_prediction,file,folder,filename,condition,turns_short,alpha,severity_level,width,height,mode,sha256,roi_area_fraction,hot_area_fraction,visual_intensity_mean,visual_intensity_p50,visual_intensity_p90,visual_intensity_p95,visual_intensity_integrated,hotspot_centroid_x,hotspot_centroid_y,hotspot_distance_center,hotspot_dispersion,visual_intensity_skewness,relative_gradient_mean,relative_gradient_p90,visual_entropy,hot_components,largest_hot_component_fraction,hsv_hue_mean,hsv_saturation_mean,hsv_value_mean,rgb_r_hist_0,rgb_r_hist_1,rgb_r_hist_2,rgb_r_hist_3,rgb_r_hist_4,rgb_r_hist_5,rgb_r_hist_6,rgb_r_hist_7,rgb_g_hist_0,rgb_g_hist_1,rgb_g_hist_2,rgb_g_hist_3,rgb_g_hist_4,rgb_g_hist_5,rgb_g_hist_6,rgb_g_hist_7,rgb_b_hist_0,rgb_b_hist_1,rgb_b_hist_2,rgb_b_hist_3,rgb_b_hist_4,rgb_b_hist_5,rgb_b_hist_6,rgb_b_hist_7,visual_coherence
166,4,0.9999093434380913,1,6,0.9975347444357509,0.8136702128842649,Dataset\IR_trans_bmp\p7_480\p7036.bmp,p7_480,p7036.bmp,SC480,480,0.8,6,320,240,RGB,26747ec4d263ed0ab58955b9f6b3f8c7411545131ee7997b29fb68e9a567394b,0.41313802083333334,0.002426801979261874,0.4059089720249176,0.40392157435417175,0.5215686559677124,0.545098066329956,0.1676964314778646,0.6625758232712613,0.5368609790659294,0.16670221981133687,0.10777602387462179,0.2717917359303806,0.08080209046602249,0.21600690186023713,3.3421771732030234,2.0,0.001575845441079139,0.7348973791026536,0.9404119154986214,0.7226468553730085,0.0,0.0,0.058243247502284975,1.5312174981877777,1.9305997667748747,1.1051088909199787,2.1729017617952033,1.2019288348198809,5.9125720949289295,1.2642062466513284,0.6820259068990513,0.12556336474518578,0.015632386775505058,0.0,0.0,0.0,0.5264584449557187,0.8393583157363925,0.7216111443789593,0.5204071984619748,5.392164896466954,0.0,0.0,0.0,0.9817243700881783
168,4,0.999703399808742,1,6,0.9977676151727124,0.7975453662772596,Dataset\IR_trans_bmp\p7_480\p7038.bmp,p7_480,p7038.bmp,SC480,480,0.8,6,320,240,RGB,a70775cf3899f31a0f50616c4540c8f33d6a9f888f6a3aadab62d7d81027ef13,0.41848958333333336,0.002924704418170504,0.4092947840690613,0.40784314274787903,0.5254902243614197,0.5490196347236633,0.17128560384114583,0.6728411407891174,0.5336630385042606,0.1760887847383326,0.1081732298961512,0.3031431091695645,0.08164032548666,0.21974784135818481,3.3569710793017724,2.0,0.001866832607342875,0.7267994800759427,0.9405975341796875,0.7251104616651348,0.0,0.0,0.038581207218419414,1.3988799004355943,2.0288736776602363,1.1081518357187305,2.1376477909147478,1.2878655880522714,5.852893590541381,1.2438083385189795,0.7362787803360299,0.14835096453018046,0.018668326073428748,0.0,0.0,0.0,0.5916614810205352,0.8744243932794026,0.6810205351586808,0.49931549471064096,5.35357809583074,0.0,0.0,0.0,0.9341211855574137
169,4,0.9997997251421928,1,6,0.9975588685220204,0.8023846164707684,Dataset\IR_trans_bmp\p7_480\p7039.bmp,p7_480,p7039.bmp,SC480,480,0.8,6,320,240,RGB,100a6f34038b248215ae175f5059ba594afc32007aed7f25d160eaddffab0bbc,0.4139583333333333,0.0025792652239557123,0.4071284532546997,0.40784314274787903,0.5215686559677124,0.5490196347236633,0.16853421529134113,0.6742574212968753,0.5361542645164391,0.1779684795680441,0.1077524811043303,0.2793485857541017,0.0819016844034195,0.220167338848114,3.3567102392787493,2.0,0.001667086059386009,0.7327695026078038,0.9405002369600184,0.723680144665288,0.0,0.0005032712632108706,0.0591343734272773,1.4904378459989935,1.9350780070457976,1.1039255158530448,2.184448917966784,1.2264720684448918,5.891545042778057,1.259436336185204,0.6935078007045797,0.13764469048817313,0.017866129843985907,0.0,0.0,0.0,0.552591847005536,0.8442375440362355,0.7116255661801711,0.5135883241066935,5.3779567186713635,0.0,0.0,0.0,0.9174168782043105
172,4,0.9999474455356637,1,6,0.9959617406654571,0.7886551650705491,Dataset\IR_trans_bmp\p7_480\p7042.bmp,p7_480,p7042.bmp,SC480,480,0.8,6,320,240,RGB,c446cfa8ab12e8215835575c99d6472ce110072ecab17bae7669e720442074fa,0.41356770833333334,0.0024557647503305837,0.4072214961051941,0.40784314274787903,0.5215686559677124,0.5490196347236633,0.16841365814208983,0.6634864037633926,0.5437009794434897,0.1692264158451846,0.10571435184494403,0.2744328570463273,0.08102197200059891,0.21657565087080002,3.3471258553435526,2.0,0.0016371765002203892,0.7324982541899442,0.9399516984528187,0.7239967495787377,0.0,0.0,0.05339714123795731,1.4971349411246144,1.9494994018008942,1.0694540646055035,2.2006170896039294,1.2298973616271016,5.890812921100687,1.2701970908632958,0.6908884830930042,0.13147786663308356,0.016623638309930105,0.0,0.0,0.0,0.5480763176122411,0.8541023864995907,0.7070083747874819,0.5249039733014293,5.365908947799257,0.0,0.0,0.0,0.9775246533551103
178,4,0.9993110125851614,1,6,0.9735646264292327,0.8071890945634158,Dataset\IR_trans_bmp\p7_480\p7048.bmp,p7_480,p7048.bmp,SC480,480,0.8,6,320,240,RGB,a51efc68eac0ae45696b24f673bd636c80407a871a82e710fa94ae65a32314c0,0.4177604166666667,0.0023376137638698416,0.40963560342788696,0.40784314274787903,0.5254902243614197,0.5490196347236633,0.17112954457600912,0.6214494176313268,0.5151693803561718,0.12239310088145751,0.11856548336489535,0.29284785301860455,0.07973161339759827,0.21118292212486267,3.3456198699033646,3.0,0.0012155591572123178,0.7267894212094099,0.9404768401501226,0.7251529469209559,0.0,0.0,0.02817603790051116,1.3945892033412293,2.0563520758010223,1.07093878568757,2.1600797905498066,1.2898641067198604,5.857873083156714,1.239496322154345,0.7288368033910984,0.15958109961351452,0.014212691684328637,0.0,0.0,0.0,0.5887046502929809,0.8579977558907866,0.6954245106595187,0.5049245729958858,5.352948510160828,0.0,0.0,0.0,0.8005860004920221
185,4,0.9999314660162588,1,7,0.996250509848218,0.9210869275865443,Dataset\IR_trans_bmp\p8_560\p8055.bmp,p8_560,p8055.bmp,SC560,560,0.9333333333333333,7,320,240,RGB,bdb67580710244d0e9baa779d2f07bcac10833c21a0f53b4e72dada9563fcc9d,0.42259114583333335,0.1076259436142351,0.47151708602905273,0.4470588266849518,0.6549019813537598,0.7019608020782471,0.19925894419352214,0.5011545193504601,0.5477949516937812,0.04780889375776716,0.14554309912280194,0.715572107074499,0.11148173362016678,0.27845900058746337,3.8568390865994298,9.0,0.03983977815436759,0.6001526816597198,0.9585607790479473,0.7775297875497855,0.0,0.0,0.008627330149437683,0.3929132645201048,1.9510090895085503,1.4099522415652441,1.5684486211677708,2.6690494530888924,4.75316592204591,0.7229702665228779,0.7742412571252504,0.9655214912956401,0.5117239254352179,0.1991680788784471,0.06926513634262825,0.003943922354028655,2.3493452472654446,0.39661069172700664,0.5008781389616392,0.4530580804190418,4.300107841626868,0.0,0.0,0.0,0.8146978965147397
186,4,0.9999588681985712,1,7,0.9982975045799206,0.9214079820925352,Dataset\IR_trans_bmp\p8_560\p8056.bmp,p8_560,p8056.bmp,SC560,560,0.9333333333333333,7,320,240,RGB,7ff00accd2ade2793bf27e6e119015936d7e222cf77c989078af376c84a9605f,0.421640625,0.11561978877153975,0.4763132631778717,0.45098039507865906,0.658823549747467,0.7098039388656616,0.20083302815755208,0.5124504441606338,0.547469140034577,0.049074767604333526,0.14489863850827012,0.732645972400015,0.11059547960758209,0.2749576270580292,3.8590981282039043,8.0,0.0425853869433636,0.5961369349303858,0.9579905790441177,0.7818507175819547,0.0,0.0,0.005929219937002038,0.3115310975233154,1.828176147242295,1.5546908776480761,1.5724785374590822,2.727194120190229,4.6628373787906865,0.7722808967945155,0.7544932369835093,0.9696745105305417,0.5390649126057686,0.21987523933049224,0.07460935087394231,0.007164474090544129,2.4005929219937,0.42146871718856155,0.515100982027052,0.42443332715706256,4.238404051633624,0.0,0.0,0.0,0.8609711776515933
188,4,0.999957863363053,1,7,0.997203643371169,0.9347330467917302,Dataset\IR_trans_bmp\p8_560\p8058.bmp,p8_560,p8058.bmp,SC560,560,0.9333333333333333,7,320,240,RGB,53e21be08d801271768b75d0c7eeddc86fb99a273938919c8aaa82bcac92370a,0.42161458333333335,0.1160284126003706,0.4755891263484955,0.45098039507865906,0.658823549747467,0.7098039388656616,0.20051531473795572,0.5222480919462814,0.5469625464646027,0.0519659346657997,0.14477549371724419,0.7214377251745919,0.11285717040300369,0.2824945002794273,3.8613867181751287,8.0,0.04234095120444719,0.5955055279438722,0.9581307803883272,0.7811545577703738,0.0,0.0,0.007906114885731933,0.325633106856084,1.8979617047560222,1.4700432365657814,1.5701050030883261,2.7283508338480544,4.672266831377393,0.7683755404570722,0.7451513279802348,0.9714638665843113,0.5457689932056825,0.21593576281655344,0.07387276096355776,0.007164916615194565,2.395799876466955,0.4195182211241507,0.512415071031501,0.42816553428042003,4.244101297096973,0.0,0.0,0.0,0.8591111903111291
192,4,0.9999698538028521,1,7,0.9966316533793782,0.9302863625937857,Dataset\IR_trans_bmp\p8_560\p8062.bmp,p8_560,p8062.bmp,SC560,560,0.9333333333333333,7,320,240,RGB,c14b81a9cdfb24fd06ec14355811d0ce0637bdb53770db71e0cf485a3dea7151,0.4204557291666667,0.12430708246879936,0.4801059067249298,0.45098039507865906,0.6666666865348816,0.7098039388656616,0.20186327616373698,0.5031544533746735,0.5473067566550024,0.047411810778629854,0.14254070813821548,0.709672722831707,0.11006119102239609,0.2722596824169159,3.847910211004662,8.0,0.05332755256882723,0.5895125319837858,0.958000213024663,0.7854163076363357,0.0,0.0,0.005945929206280388,0.2551794617695333,1.7424050044904154,1.6564367780496114,1.5375181939240037,2.802514632560156,4.581338453439039,0.8027004428478524,0.7387817038803381,0.9726549193273668,0.6106964788950482,0.2190083924313276,0.06936917407327119,0.005450435105757022,2.4564120033445853,0.4261249264500945,0.5361246167662816,0.3981295097705243,4.1832089436685145,0.0,0.0,0.0,0.890115640660777
204,4,0.9999605358272599,1,7,0.9959257925787818,0.9402363667414867,Dataset\IR_trans_bmp\p8_560\p8074.bmp,p8_560,p8074.bmp,SC560,560,0.9333333333333333,7,320,240,RGB,1e74b1b71b491dd1ae402d6a64dd86f1df7c99938272acab6771dd85fd5d45ce,0.42,0.13922991071428573,0.4850534200668335,0.45490196347236633,0.6705882549285889,0.7215686440467834,0.2037224324544271,0.5210349671788398,0.5431940484318662,0.04804368495597808,0.1394296059976782,0.7370091611967156,0.09892712533473969,0.24078557640314102,3.837018636760381,4.0,0.09254092261904762,0.5908397908983284,0.9580596923828125,0.7899722828584559,0.0,0.0,0.00496031746031746,0.1884920634920635,1.5915178571428572,1.8236607142857142,1.5768849206349207,2.814484126984127,4.549355158730159,0.8097718253968254,0.6937003968253969,0.9424603174603174,0.6780753968253969,0.23139880952380953,0.09325396825396826,0.001984126984126984,2.4789186507936507,0.4174107142857143,0.5543154761904762,0.4412202380952381,4.108134920634921,0.0,0.0,0.0,0.8660502971061368
208,4,0.9999887306222789,1,7,0.9971121923678978,0.9307054239913612,Dataset\IR_trans_bmp\p8_560\p8078.bmp,p8_560,p8078.bmp,SC560,560,0.9333333333333333,7,320,240,RGB,5fcd815ad0029d056a7a5d44e68984f08ed50a16637942b666161572d84ef32a,0.428046875,0.1443694104763643,0.4910849332809448,0.4627451002597809,0.6784313917160034,0.7254902124404907,0.21020736694335937,0.49857970517037364,0.5583891673479469,0.05840643886584429,0.14594562339001232,0.7419745897466907,0.11023630201816559,0.2707870900630951,3.8613884520112878,7.0,0.08967573158118879,0.5779204981287098,0.9561968635110294,0.7962268305759804,0.0,0.0,0.0024335340998965747,0.15647624262334975,1.4866459816268176,1.737786700736144,1.660400316359433,2.956257224554359,4.398856238973049,0.8398126178743079,0.7456348482083105,0.9629494433290746,0.6838230820709376,0.2489505384194196,0.10610208675549065,0.013871144369410476,2.580276206120338,0.4528806959907526,0.5675001520958812,0.4166210379022936,3.9827219078907343,0.0,0.0,0.0,0.9539342405052073
212,4,0.9999377222968301,1,7,0.9889313055527579,0.9545904537539773,Dataset\IR_trans_bmp\p8_560\p8082.bmp,p8_560,p8082.bmp,SC560,560,0.9333333333333333,7,320,240,RGB,05052dba31bb5c07e4f5a8ec96c7e8ca51632f7c1197a4b6fc85d0ae4319cef3,0.41901041666666666,0.12936606587942823,0.4857952296733856,0.4627451002597809,0.6705882549285889,0.7215686440467834,0.20355326334635418,0.5005100348944521,0.5475869133391231,0.047589646528827814,0.14777118457845712,0.7053294047329971,0.10810040682554245,0.27192618250846873,3.852419598453956,8.0,0.04766935985083903,0.5821605661061889,0.9561762791053922,0.7919747745289522,0.0,0.0,0.004474829086389061,0.19018023617153512,1.7389683032939713,1.4781852082038534,1.6894965817277812,2.8986948415164697,4.466376631448105,0.8062150403977626,0.7696706028589185,1.012802983219391,0.6100683654443754,0.23517712865133622,0.09024238657551274,0.00944686140459913,2.5509011808576756,0.42709757613424487,0.5556246115599751,0.5059042883778745,3.9604723430702298,0.0,0.0,0.0,0.9058584518684424
217,4,0.9999399470474379,1,8,0.9938314091713639,1.0,Dataset\IR_trans_bmp\p9_600\p9087.bmp,p9_600,p9087.bmp,SC600,600,1.0,8,320,240,RGB,ca2c341c9cc95059524b0b5feb4db557582276c56e0739abfeb0fa6df63aea46,0.4192708333333333,0.22667701863354037,0.5209227204322815,0.47058823704719543,0.7490196228027344,0.8117647171020508,0.21840769449869793,0.5028423825100364,0.550126023355534,0.0502065469413392,0.1384082276727204,0.8357114360917497,0.1266859471797943,0.31225141882896423,4.022366051681306,5.0,0.22506211180124225,0.5445987126014752,0.9485369514016544,0.8193445542279412,0.0,0.002484472049689441,0.0014906832298136647,0.11527950310559006,0.8417391304347827,2.070807453416149,1.6191304347826088,3.3490683229813665,4.106335403726708,0.8206211180124223,0.6824844720496894,0.6395031055900621,0.8340372670807453,0.52,0.2839751552795031,0.11304347826086956,2.712049689440994,0.6352795031055901,0.49838509316770185,0.42509316770186334,3.7113043478260868,0.006459627329192546,0.010434782608695653,0.0009937888198757764,0.960951687363856
224,4,0.9999743566921201,1,8,0.9954305015797459,1.0,Dataset\IR_trans_bmp\p9_600\p9094.bmp,p9_600,p9094.bmp,SC600,600,1.0,8,320,240,RGB,e77bca8bfac29737998a763243a7b7fac9bdc6b14e2ad3af8b3e39e6ccd1bd78,0.4215234375,0.22914156859110987,0.5223684310913086,0.47058823704719543,0.7490196228027344,0.8156862854957581,0.2201905314127604,0.5050639191137002,0.5477525998308188,0.04802035055465979,0.13860943089495095,0.8453758212084027,0.12884613871574402,0.3083160519599912,4.022334492005431,5.0,0.22738084205974116,0.5477024270169562,0.9472702923943015,0.8209147733800551,0.0,0.0012355975658727952,0.0032125536712692675,0.11614617119204275,0.8041268958700152,2.0787693448243907,1.6665739968492261,3.329935440027183,4.105890711395299,0.8234022178976308,0.6840268124671794,0.6168103048836994,0.8285917276742965,0.5261174435486362,0.2903654279801069,0.12479535415315232,2.686189108207457,0.6578321440706761,0.5009112532048312,0.45346430667531584,3.6803509097087077,0.009143421987458685,0.010873258579680599,0.0012355975658727952,0.990616058987803
228,4,0.9999651641318733,1,8,0.9966757100359978,0.9994858854870188,Dataset\IR_trans_bmp\p9_600\p9098.bmp,p9_600,p9098.bmp,SC600,600,1.0,8,320,240,RGB,a6f842b638e9e15465da4d5c14efa3b0c30507f5df72638a7b5d644e084a14f5,0.41921875,0.22984221642440056,0.5218915343284607,0.47058823704719543,0.7490196228027344,0.8156862854957581,0.2187867228190104,0.5078945311002963,0.548692957139255,0.04932877148540061,0.13825799578475498,0.8130022015868599,0.1311035305261612,0.31866204738616943,4.046676791134624,5.0,0.22807181016275313,0.5409554849123822,0.9487363927504595,0.8197190228630514,0.0,0.0024847807181016274,0.0032302149335321157,0.13641446142377936,0.8428376195800721,2.041247359920487,1.5902596595850416,3.383525903838986,4.087712759348987,0.7829544042738228,0.7178531494595602,0.6328736489004846,0.8425891415082619,0.5260280780221146,0.28848304137159897,0.12150577711516959,2.735495092558082,0.6530003727171078,0.4795626785936141,0.4447757485401913,3.668281774133433,0.005218039508013418,0.012920859734128463,0.0007454342154304882,0.9781521334477244
229,4,0.9999723300908674,1,8,0.9997170233737538,0.9814987602998387,Dataset\IR_trans_bmp\p9_600\p9099.bmp,p9_600,p9099.bmp,SC600,600,1.0,8,320,240,RGB,b9e4a69adc50676f4a0173dc57b70441cacbb10135d2513e7aab59fd98954135,0.42236979166666666,0.22865158147851286,0.5218061804771423,0.47058823704719543,0.7490196228027344,0.8156862854957581,0.22039517720540364,0.5080814560348885,0.5424557937503326,0.04321810216349876,0.13869151971588467,0.838192551172022,0.1304354965686798,0.3142983675003049,4.039393859830041,5.0,0.22698686725445466,0.5459026144869501,0.9472272087545955,0.8201086904488358,0.0,0.0029594919538812503,0.003945989271841667,0.12528515938097293,0.8488809421049387,2.0277452370676365,1.649916764288797,3.3412664159319316,4.108021456316665,0.8138602873173438,0.691287995560762,0.6192736913496516,0.8264381281213392,0.5235834515074912,0.28929033849189223,0.1282446513348542,2.6985634132807204,0.6407300080152907,0.49719464825205006,0.44836303101300945,3.694679080091251,0.007398729884703126,0.01109809482705469,0.0019729946359208334,0.9521490295557761
232,4,0.9997871833216938,1,8,0.9993367639545121,0.9866437902329068,Dataset\IR_trans_bmp\p9_600\p9102.bmp,p9_600,p9102.bmp,SC600,600,1.0,8,320,240,RGB,fed465aee5d81b22be25f524591dba3e2b4dc88ca40266b1583d9fd07cade29a,0.42096354166666666,0.22817816269718527,0.5208455920219421,0.47058823704719543,0.7490196228027344,0.8196078538894653,0.21925699869791668,0.5307301186989447,0.5409975219335525,0.05123609079490114,0.13878757360565458,0.8343058101531984,0.1323547512292862,0.3260802924633026,4.059448199739179,5.0,0.226322301268172,0.5435192598310928,0.946882719152114,0.8187202004825368,0.0,0.0032168264769563875,0.005443860191772348,0.13733374574698423,0.9056603773584906,1.9798329724713888,1.6126198577172906,3.3558923600371173,4.111599133931333,0.8178162697185277,0.6844416950201052,0.6280235075781009,0.8284565419115373,0.51023816888339,0.2818434890194865,0.13758119393751933,2.6867924528301885,0.6515310856789359,0.49316424373646767,0.45555211877513146,3.6899474172595115,0.007918342097123415,0.012619857717290442,0.0024744819053510673,0.951076200064626
238,4,0.999792741565876,1,8,0.9974575453289477,1.0,Dataset\IR_trans_bmp\p9_600\p9108.bmp,p9_600,p9108.bmp,SC600,600,1.0,8,320,240,RGB,ac712b9d81e4a8f39919918a1d53d685b3bb3d7f7be10be0944bb1e2c4e4c29d,0.4200260416666667,0.2380184760369521,0.5285965204238892,0.4745098054409027,0.7607843279838562,0.8274509906768799,0.22202430725097655,0.536943961266364,0.5418862164103129,0.05585079586919212,0.13919621987178654,0.8640193932689543,0.12937088310718536,0.31397053599357605,4.039480413736744,5.0,0.23622047244094488,0.5443754569112256,0.9437501795151655,0.825890993604473,0.0,0.003472006944013888,0.003968007936015872,0.08804017608035217,0.7338334676669354,2.046004092008184,1.7407154814309629,3.383966767933536,4.035216070432141,0.7990575981151963,0.7318494636989274,0.589001178002356,0.7983135966271933,0.5637051274102548,0.3072726145452291,0.17558435116870233,2.7240374480748963,0.6477772955545911,0.5170810341620683,0.47764895529791057,3.601711203422407,0.011904023808047616,0.013888027776055552,0.005952011904023808,0.9197174108876157
243,4,0.9998300168921781,1,8,0.9971636083295043,0.9975959348575019,Dataset\IR_trans_bmp\p9_600\p9113.bmp,p9_600,p9113.bmp,SC600,600,1.0,8,320,240,RGB,c771779093d2988ee47a547d874ab7c8558159d3bb72cc78eafc4534beacf266,0.41930989583333333,0.23839393845293916,0.5293325781822205,0.4745098054409027,0.7607843279838562,0.8274509906768799,0.22195439656575522,0.5387716369132692,0.5418501849529131,0.057049783606315456,0.13896624144626904,0.8739978183059257,0.12786993384361267,0.30982866883277893,4.024932276750715,6.0,0.236623917026364,0.544713835476497,0.9430447447533701,0.8269025017233456,0.0,0.0027326646585721826,0.005216905257274167,0.07924727509859329,0.719932925503835,2.0415489240132905,1.7670403378567214,3.3842809676117134,4.022233953358382,0.8319721765052945,0.7085054187498059,0.5919945346706829,0.7932180231655436,0.567152128683663,0.3065552898798249,0.17836847498680247,2.7110517653634756,0.664782784212651,0.5254168866254697,0.46902462503493464,3.5989193553395644,0.01117908269415893,0.013166475173120517,0.006459025556625159,0.9091512540949965
244,4,0.9998623778104124,1,8,0.9996326042291609,0.9964367789168134,Dataset\IR_trans_bmp\p9_600\p9114.bmp,p9_600,p9114.bmp,SC600,600,1.0,8,320,240,RGB,9b7e955775bc9ca84aa2a451b3e46c1b076d26e4b9bac0cd2f794713db587ec4,0.42009114583333335,0.2350060440752565,0.5264389514923096,0.47058823704719543,0.7607843279838562,0.8274509906768799,0.22115234375,0.5314527149393408,0.5407669073092145,0.05148994084880577,0.13891290164366762,0.8598863155737156,0.13102304935455322,0.3141174018383026,4.048792376809469,5.0,0.23320831912717355,0.5454547391923447,0.9442453421798407,0.8235894296683517,0.0,0.0037194309270681585,0.00570312742150451,0.09868890059820848,0.7984378390106314,2.004029383504324,1.7253200260360164,3.364101292502247,4.0650900412236926,0.8150512971515358,0.7054520658339274,0.5941171000836872,0.7981898769488268,0.5465083842172148,0.30871276694665717,0.16687846759445804,2.704770170163965,0.6506524501751232,0.508322226699315,0.454514459287729,3.651737284195518,0.009918482472181757,0.014381799584663546,0.00570312742150451,0.9440450905440245
1,5,0.00031854585693011546,0,0,0.9992447634542876,0.0001475483044340864,Dataset\IR_trans_bmp\p1_Noload\p1002.bmp,p1_Noload,p1002.bmp,Healthy,0,0.0,0,320,240,RGB,f885527a57548cb28fa85cae9f77dce1fafc204d96b9af69f15981804bf11186,0.44408854166666667,0.10819210696065208,0.17565181851387024,0.16862745583057404,0.22745098173618317,0.23137255012989044,0.07800495783487955,0.596588525654582,0.6141762565855454,0.14955119810959103,0.2919570564473228,0.35138022689265797,0.0501536950469017,0.13147492706775665,2.069338872972047,36.0,0.04330616313845071,0.7370442651503579,0.9962106742110907,0.5107077804266238,1.15217263824547,4.480150120213453,2.3259250571746906,0.04175218436638715,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4912332140972264,4.508766785902774,0.0,0.0,0.0,0.9002593478499906
5,5,0.0006859278513969146,0,0,0.9988568459752534,0.002925978066450674,Dataset\IR_trans_bmp\p1_Noload\p1006.bmp,p1_Noload,p1006.bmp,Healthy,0,0.0,0,320,240,RGB,224f60c41563f15087fee7177fdbd601265c5ba4de26dda5e3e220c15bc537cf,0.4397916666666667,0.12026290857413548,0.17694790661334991,0.16862745583057404,0.22745098173618317,0.239215686917305,0.07782021204630533,0.5943389862736871,0.6136241850371905,0.14768310586019184,0.29239006834348175,0.37548626630988363,0.05284281447529793,0.14117646217346191,2.0461188789821287,32.0,0.04686759829464709,0.7377613429916637,0.9962142645143995,0.5121681961358763,0.8827569872098532,4.6686404547607765,2.400521080056845,0.04808147797252487,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4471814306016104,4.552818569398389,0.0,0.0,0.0,0.9227838779644217
13,5,0.0002167092538120286,0,0,0.9993148178086018,0.01208922556046943,Dataset\IR_trans_bmp\p1_Noload\p1014.bmp,p1_Noload,p1014.bmp,Healthy,0,0.0,0,320,240,RGB,adce5d21d2265705f4c11dc55c815ff9073e633105eedb18375e16fe97b867a1,0.4408463541666667,0.1315237617036359,0.17477025091648102,0.16862745583057404,0.2235294133424759,0.23137255012989044,0.0770468266805013,0.6025776237967164,0.6121368742518686,0.15197647012205565,0.29315262464829495,0.3252008085084539,0.047406382858753204,0.12401088327169418,2.0627888787716175,38.0,0.05910151519626665,0.7365036436965345,0.9960692760991116,0.5098824295343137,1.314469681306672,4.348642821277727,2.300499158224296,0.0363883391913046,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4828838940248694,4.517116105975131,0.0,0.0,0.0,0.9030286616268929
18,5,0.0003682580764246387,0,0,0.9991800637252423,0.010615357135629222,Dataset\IR_trans_bmp\p1_Noload\p1019.bmp,p1_Noload,p1019.bmp,Healthy,0,0.0,0,320,240,RGB,a954cb5c0a8ded7c3de3221b9c5e83468ec828d25b051981873c8ed37c4ba732,0.4340625,0.11780057595392368,0.17749285697937012,0.16862745583057404,0.22745098173618317,0.239215686917305,0.07704299290974935,0.6293473054329571,0.6113060341266221,0.17064512491062692,0.2916119635219243,0.35644435959598286,0.051901642233133316,0.13333332538604736,2.075185852965086,33.0,0.045266378689704824,0.7380436732116358,0.9961373721852022,0.5127535950903799,0.8322534197264219,4.715142788576914,2.396928245740341,0.05567554595632349,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.240220782337413,4.759779217662587,0.0,0.0,0.0,0.9143739857182406
26,5,0.99840164585447,1,1,0.9992163235484309,0.14767404039913168,Dataset\IR_trans_bmp\p2_80\p2005.bmp,p2_80,p2005.bmp,SC80,80,0.13333333333333333,1,320,240,RGB,e6d083fa862e7e3c63732cb673bd9b9484f2904eb7fdd8b1f872ec9389f96e79,0.423046875,0.12259156663588797,0.14784277975559235,0.14509804546833038,0.1764705926179886,0.1882352977991104,0.06254442850748698,0.48500220750345413,0.6576513995687557,0.15836318248177803,0.2614027540432561,0.20846566894597965,0.043595846742391586,0.1065339669585228,1.6968427924772573,29.0,0.04056632810095414,0.722511589860117,0.9966495887905944,0.4804371852500766,2.3426285010772547,5.517020621729763,0.14035087719298245,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007633117882425362,6.015635580178516,1.9767313019390582,0.0,0.0,0.0,0.9665953866621896
30,5,0.9988880286826098,1,1,0.9973710097089827,0.1364438581524428,Dataset\IR_trans_bmp\p2_80\p2009.bmp,p2_80,p2009.bmp,SC80,80,0.13333333333333333,1,320,240,RGB,f633870b61c12ec9f9f3b184c8a2285868500bcb218783b4b18c2cc3b258ee9a,0.41639322916666666,0.10991588229775791,0.15389414131641388,0.15294118225574493,0.18039216101169586,0.19607843458652496,0.06408047993977864,0.5234530460776405,0.6816205525985471,0.1831285627544801,0.24513889019692003,0.18834053085971142,0.04402587562799454,0.10710979998111725,1.6772859024222326,44.0,0.0368366740673567,0.7256275368802374,0.995849848728554,0.48830868590111826,1.6670940304574877,6.073235560836799,0.2596704087057131,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005003283404734357,4.971512555114294,3.023484161480972,0.0,0.0,0.0,0.8528729319962686
32,5,0.9996813263139733,1,1,0.9998226897288138,0.12076971495090921,Dataset\IR_trans_bmp\p2_80\p2011.bmp,p2_80,p2011.bmp,SC80,80,0.13333333333333333,1,320,240,RGB,62e4961028244e0bd1f25971966f9f1a7e65064d6ac87407d7b8513bec368881,0.4211328125,0.12852858423770214,0.14976590871810913,0.15294118225574493,0.1764705926179886,0.1882352977991104,0.06307133992513021,0.5415236247092556,0.6581035163570559,0.16346538867130542,0.2550317143328072,0.09022728012669824,0.04338128864765167,0.10595494508743286,1.6938905105289872,44.0,0.03929752960455122,0.7235076733807612,0.9962446624157475,0.4829702339920343,2.123241505117027,5.723402281792041,0.1533562130909316,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007915159385338403,5.62297869709056,2.369106143524101,0.0,0.0,0.0,0.8972253575273126
